ID,Education,Marital_Status,Age,Age_Group,Income,Income_Group,Response,Total_Spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
2920,PhD,Single,50,46-60,52614.0,Mid,0,990,789,0,142,12,9,38
6961,Graduation,Married,51,46-60,26751.0,Low,0,11,1,1,5,0,3,1
4673,PhD,Married,62,61-80,81300.0,High,1,1241,1004,12,145,32,12,36
9937,Graduation,Single,46,46-60,70337.0,High,0,576,187,81,149,25,43,91
8779,2n Cycle,Married,40,31-45,36145.0,Mid,1,172,56,4,76,17,1,18
9596,PhD,Single,45,31-45,65295.0,High,0,664,365,32,117,34,110,6
2891,Graduation,Divorced,62,61-80,68118.0,High,0,928,595,23,123,10,23,154
4910,Graduation,Divorced,58,46-60,68743.0,High,0,2074,1132,134,384,175,134,115
75,2n Cycle,Together,43,31-45,41039.0,Mid,0,467,34,11,137,179,61,45
10120,Graduation,Together,70,61-80,38946.0,Mid,0,257,116,6,82,6,6,41
6327,Graduation,Together,58,46-60,65777.0,High,0,1146,565,32,435,28,32,54
10142,PhD,Divorced,49,46-60,66476.0,High,0,689,372,18,126,47,48,78
9826,PhD,Single,53,46-60,86857.0,High,1,2114,899,102,838,133,102,40
1501,PhD,Married,43,31-45,160803.0,Very High,0,1717,55,16,1622,17,3,4
10767,PhD,Together,36,31-45,77845.0,High,0,1346,760,40,480,0,40,26
7279,PhD,Together,56,46-60,69476.0,High,0,1044,260,86,559,63,9,67
7230,PhD,Divorced,65,61-80,50611.0,Mid,1,493,459,0,24,6,0,4
143,Graduation,Single,55,46-60,61209.0,High,0,957,466,0,224,119,49,99
450,Master,Together,67,61-80,42315.0,Mid,0,270,67,15,80,17,11,80
9316,Basic,Together,73,61-80,13084.0,Low,0,29,2,0,7,3,7,10
6379,Master,Widow,76,61-80,47570.0,Mid,1,121,67,1,20,0,2,31
9239,Master,Married,64,61-80,61923.0,High,0,126,92,4,18,3,3,6
8315,Graduation,Single,30,18-30,34824.0,Mid,0,23,4,2,11,2,0,4
2868,PhD,Single,76,61-80,26518.0,Low,1,57,20,1,28,3,3,2
10888,Graduation,Single,64,61-80,45938.0,Mid,0,636,273,11,178,62,83,29
1277,Graduation,Together,65,61-80,78468.0,High,0,1004,434,22,388,104,22,34
9977,Graduation,Divorced,52,46-60,78901.0,High,0,734,321,11,309,33,26,34
10196,Graduation,Married,47,46-60,71427.0,High,0,614,212,123,177,15,64,23
6384,Graduation,Divorced,47,46-60,71022.0,High,0,1453,909,12,278,0,12,242
8029,Master,Single,37,31-45,90247.0,Very High,1,1621,1184,32,352,21,16,16
968,Master,Divorced,57,46-60,41335.0,Mid,0,187,112,19,21,16,14,5
6988,Graduation,Married,39,31-45,71952.0,High,0,1443,656,80,455,52,107,93
4472,PhD,Divorced,55,46-60,35682.0,Mid,0,57,23,0,8,6,2,18
6991,Graduation,Divorced,74,61-80,43185.0,Mid,0,637,537,6,42,16,6,30
3336,PhD,Together,77,61-80,66375.0,High,0,948,712,0,45,0,0,191
4301,Master,Married,54,46-60,35178.0,Mid,1,59,23,1,13,2,2,18
1940,Graduation,Married,39,31-45,25252.0,Low,0,18,1,3,4,2,2,6
1272,Master,Single,60,46-60,55250.0,Mid,0,903,664,58,83,32,0,66
1388,Graduation,Single,50,46-60,33249.0,Mid,0,112,6,10,21,19,14,42
1044,Graduation,Together,72,61-80,58398.0,Mid,0,596,299,5,201,21,21,49
6969,Graduation,Together,43,31-45,50272.0,Mid,0,233,99,13,66,43,8,4
10479,PhD,Married,50,46-60,76618.0,High,0,1511,749,40,294,121,160,147
3619,2n Cycle,Divorced,65,61-80,87305.0,High,1,1152,345,25,501,63,138,80
1715,Graduation,Together,47,46-60,25851.0,Low,0,48,9,4,18,7,5,5
10159,Graduation,Divorced,55,46-60,58710.0,Mid,0,1185,440,81,368,0,122,174
1463,Graduation,Single,67,61-80,45160.0,Mid,0,21,8,2,5,3,0,3
5114,Master,Married,60,46-60,74806.0,High,0,965,670,9,249,0,28,9
4990,Graduation,Married,71,61-80,59111.0,Mid,0,869,524,0,134,28,28,155
4329,PhD,Married,41,31-45,18988.0,Low,0,16,6,0,6,2,1,1
10936,Graduation,Married,60,46-60,72190.0,High,0,1947,597,166,597,172,166,249
4692,Graduation,Married,49,46-60,7500.0,Low,1,71,7,0,12,13,7,32
7212,Graduation,Married,59,46-60,44794.0,Mid,0,65,54,0,7,0,0,4
6086,Graduation,Married,70,61-80,80395.0,High,0,1380,445,25,706,80,76,48
437,Master,Divorced,49,46-60,75012.0,High,0,1027,294,142,218,164,58,151
11171,Master,Married,60,46-60,56962.0,Mid,0,411,292,3,77,10,3,26
11101,Graduation,Together,34,31-45,89891.0,High,0,836,412,22,132,59,28,183
5329,PhD,Divorced,76,61-80,35946.0,Mid,0,11,8,0,3,0,0,0
610,PhD,Together,72,61-80,53593.0,Mid,0,480,349,4,78,6,0,43
9384,Graduation,Married,47,46-60,66373.0,High,0,606,328,9,124,12,24,109
5956,PhD,Divorced,77,61-80,45072.0,Mid,0,284,144,2,99,7,2,30
10430,Graduation,Divorced,52,46-60,89694.0,High,0,1472,1126,28,211,37,28,42
7875,Graduation,Married,76,61-80,72025.0,High,1,1677,967,0,617,43,50,0
7072,Graduation,Married,52,46-60,67432.0,High,0,1335,432,79,341,177,136,170
6255,Master,Together,73,61-80,70545.0,High,0,334,138,39,63,55,18,21
6516,Basic,Married,36,31-45,17487.0,Low,0,18,0,0,1,7,4,6
5564,Graduation,Together,56,46-60,62882.0,High,0,1338,509,133,497,78,24,97
5682,PhD,Single,72,61-80,64108.0,High,0,1099,948,10,86,13,21,21
7458,Master,Together,69,61-80,34941.0,Mid,0,97,39,2,25,4,3,24
5237,PhD,Single,75,61-80,48767.0,Mid,0,63,28,1,21,3,0,10
7761,2n Cycle,Together,47,46-60,38702.0,Mid,0,109,13,11,24,13,8,40
5278,Graduation,Married,61,61-80,82224.0,High,0,902,307,26,360,138,31,40
3560,Graduation,Together,73,61-80,83844.0,High,0,1574,901,31,345,75,31,191
7235,2n Cycle,Married,50,46-60,17003.0,Low,0,38,2,5,12,4,8,7
10548,Graduation,Single,30,18-30,71163.0,High,0,960,283,17,372,138,106,44
2281,Graduation,Single,55,46-60,33697.0,Mid,0,28,4,3,7,0,3,11
4073,2n Cycle,Married,71,61-80,63564.0,High,1,1215,769,80,252,15,34,65
6974,PhD,Together,53,46-60,83443.0,High,0,1497,518,42,742,55,56,84
7938,PhD,Together,67,61-80,51518.0,Mid,0,449,350,8,66,17,4,4
7094,Graduation,Widow,50,46-60,58330.0,Mid,0,1064,445,53,213,104,98,151
3667,Graduation,Married,56,46-60,80952.0,High,1,1757,778,178,689,41,27,44
7723,Graduation,Together,46,46-60,75507.0,High,0,1440,709,93,374,104,80,80
3870,2n Cycle,Together,47,46-60,63855.0,High,0,1006,359,35,314,93,116,89
4012,PhD,Together,53,46-60,62220.0,High,1,1226,799,12,375,16,12,12
5909,Graduation,Married,61,61-80,58512.0,Mid,0,1171,895,10,101,13,0,152
10470,Master,Married,46,46-60,40662.0,Mid,0,92,40,2,23,0,4,23
6488,PhD,Married,66,61-80,38829.0,Mid,0,99,76,0,7,0,0,16
10270,2n Cycle,Married,44,31-45,35523.0,Mid,0,66,11,5,22,12,5,11
6887,Graduation,Single,58,46-60,79146.0,High,0,564,245,16,223,21,43,16
6406,Master,Married,37,31-45,78285.0,High,0,1427,647,107,391,175,67,40
7573,PhD,Single,47,46-60,31626.0,Mid,1,86,39,1,9,2,1,34
4508,Graduation,Single,73,61-80,75127.0,High,0,833,203,35,305,46,17,227
221,Graduation,Married,70,61-80,48726.0,Mid,0,242,138,3,38,4,0,59
5331,Graduation,Married,48,46-60,74985.0,High,0,1869,587,51,898,247,0,86
1911,Graduation,Together,38,31-45,67430.0,High,0,1364,595,97,291,127,133,121
20,2n Cycle,Married,60,46-60,46891.0,Mid,0,183,43,12,23,29,15,61
8786,Master,Married,69,61-80,62058.0,High,0,450,301,7,74,10,0,58
10582,Graduation,Married,46,46-60,72063.0,High,0,758,180,32,348,76,32,90
1915,PhD,Married,74,61-80,78939.0,High,0,1507,794,115,243,150,0,205
8897,Graduation,Single,60,46-60,42720.0,Mid,1,654,392,5,91,28,26,112
2371,Graduation,Married,53,46-60,33622.0,Mid,0,81,39,1,22,3,4,12
4303,PhD,Together,68,61-80,6835.0,Low,0,137,107,2,12,2,2,12
6825,Graduation,Together,72,61-80,41452.0,Mid,0,16,13,0,3,0,0,0
1072,PhD,Single,60,46-60,40760.0,Mid,0,93,70,0,17,0,0,6
4964,PhD,Together,67,61-80,74250.0,High,0,1158,680,11,392,75,0,0
2461,Master,Single,70,61-80,51124.0,Mid,0,43,26,1,11,0,1,4
10736,Graduation,Single,54,46-60,72258.0,High,0,1525,522,0,522,227,120,134
3194,PhD,Single,51,46-60,71466.0,High,0,1230,412,12,546,78,182,0
10839,Graduation,Together,49,46-60,36283.0,Mid,0,29,6,5,5,8,0,5
49,Graduation,Single,55,46-60,20587.0,Low,0,25,2,3,6,4,1,9
4290,Graduation,Married,53,46-60,30467.0,Mid,0,24,1,3,8,2,5,5
10219,Graduation,Together,53,46-60,31590.0,Mid,0,38,6,2,15,6,6,3
4211,Basic,Married,39,31-45,20425.0,Low,0,57,4,12,5,3,16,17
1135,Master,Together,65,61-80,17144.0,Low,0,47,18,2,19,0,2,6
6299,PhD,Divorced,57,46-60,42564.0,Mid,1,813,324,48,186,39,18,198
10846,Master,Married,47,46-60,43783.0,Mid,0,629,327,9,125,25,4,139
347,Graduation,Divorced,49,46-60,40780.0,Mid,0,377,229,27,71,13,3,34
6543,Master,Together,80,61-80,62847.0,High,0,1612,521,168,706,80,76,61
10446,PhD,Married,68,61-80,82017.0,High,1,729,184,23,446,30,23,23
3479,Graduation,Single,75,61-80,16813.0,Low,0,50,4,8,11,12,2,13
11075,Graduation,Married,47,46-60,51267.0,Mid,0,270,183,2,64,7,2,12
4442,Graduation,Single,64,61-80,46524.0,Mid,0,177,31,19,35,26,14,52
199,Master,Single,63,61-80,45183.0,Mid,0,315,219,3,60,12,9,12
6722,PhD,Married,71,61-80,70421.0,High,0,767,479,28,136,75,14,35
796,2n Cycle,Divorced,60,46-60,60161.0,High,0,1071,584,44,212,46,8,177
3749,Graduation,Together,52,46-60,73926.0,High,0,1580,627,91,597,159,91,15
8523,Graduation,Married,57,46-60,19329.0,Low,0,60,24,1,16,12,2,5
310,Master,Married,55,46-60,61872.0,High,0,573,330,5,159,36,27,16
8629,Graduation,Widow,69,61-80,46984.0,Mid,0,41,19,1,10,2,1,8
236,Graduation,Married,74,61-80,34838.0,Mid,0,170,28,23,29,29,14,47
9930,PhD,Single,81,,82716.0,High,0,1167,606,148,228,15,148,22
3483,Graduation,Married,67,61-80,48192.0,Mid,1,1526,1039,43,204,153,58,29
4599,Master,Married,49,46-60,49681.0,Mid,0,458,411,0,26,0,0,21
7326,Master,Married,54,46-60,56850.0,Mid,0,63,34,1,19,2,7,0
7352,Graduation,Married,68,61-80,55267.0,Mid,0,405,161,28,136,32,3,45
2350,Graduation,Married,53,46-60,59666.0,Mid,0,1027,623,53,178,23,17,133
9145,Graduation,Single,53,46-60,72504.0,High,0,1478,604,26,470,123,161,94
2964,Graduation,Married,44,31-45,26872.0,Low,0,72,3,10,8,3,16,32
5585,Graduation,Single,53,46-60,21359.0,Low,1,48,12,2,17,6,1,10
9687,Graduation,Single,50,46-60,73170.0,High,0,726,184,174,256,50,30,32
3732,Master,Married,70,61-80,52750.0,Mid,0,860,393,0,239,90,69,69
6303,PhD,Together,39,31-45,91820.0,Very High,0,1497,410,73,747,76,161,30
11176,PhD,Together,55,46-60,65968.0,High,0,495,376,9,83,19,4,4
2986,Graduation,Married,49,46-60,30772.0,Mid,0,20,7,2,4,2,1,4
7462,Graduation,Single,71,61-80,22507.0,Low,0,570,68,0,226,51,157,68
3900,Graduation,Married,53,46-60,65685.0,High,0,769,642,14,49,0,7,57
7034,2n Cycle,Married,47,46-60,25804.0,Low,0,55,8,7,9,13,6,12
9493,PhD,Single,45,31-45,76412.0,High,1,1808,840,53,804,23,71,17
1143,Graduation,Married,53,46-60,22063.0,Low,0,55,7,10,13,3,11,11
1,Graduation,Single,64,61-80,57091.0,Mid,1,577,464,5,64,7,0,37
3855,Graduation,Married,62,61-80,22419.0,Low,0,162,30,3,47,19,21,42
5536,Graduation,Together,66,61-80,87771.0,High,1,1957,1492,38,287,50,57,33
5989,2n Cycle,Divorced,66,61-80,78353.0,High,0,1576,752,122,476,39,153,34
9499,Graduation,Married,71,61-80,93404.0,Very High,0,1616,1279,15,287,20,0,15
6768,Graduation,Divorced,63,61-80,37859.0,Mid,0,36,22,1,8,2,1,2
2150,PhD,Widow,67,61-80,80995.0,High,0,1482,860,28,409,73,56,56
6646,Graduation,Together,41,31-45,16529.0,Low,0,22,3,0,5,13,0,1
4887,PhD,Divorced,49,46-60,55412.0,Mid,0,63,10,5,28,11,1,8
8560,Graduation,Single,33,31-45,48789.0,Mid,0,680,351,16,156,7,5,145
3321,PhD,Together,58,46-60,56575.0,Mid,0,542,421,5,90,0,16,10
11003,2n Cycle,Together,45,31-45,25130.0,Low,0,50,2,5,7,0,18,18
10402,Graduation,Married,58,46-60,35441.0,Mid,0,39,25,1,9,2,1,1
9904,Graduation,Married,69,61-80,71391.0,High,0,1043,336,123,274,46,123,141
6141,Master,Single,53,46-60,49494.0,Mid,0,385,191,9,97,0,6,82
5687,Graduation,Divorced,45,31-45,81702.0,High,0,1633,563,50,774,28,31,187
10856,2n Cycle,Single,45,31-45,45889.0,Mid,0,46,31,0,6,0,1,8
5121,Graduation,Single,48,46-60,56628.0,Mid,0,761,479,5,82,7,17,171
4186,Graduation,Together,75,61-80,34026.0,Mid,0,76,18,6,15,12,8,17
368,Graduation,Married,51,46-60,40049.0,Mid,0,290,91,65,52,10,44,28
3312,Graduation,Single,37,31-45,34176.0,Mid,0,89,5,7,24,19,14,20
11121,Graduation,Married,44,31-45,19419.0,Low,0,70,2,14,28,16,3,7
5332,2n Cycle,Married,65,61-80,82504.0,High,0,1066,362,50,431,134,35,54
5848,Graduation,Together,55,46-60,81205.0,High,1,2009,724,74,929,97,55,130
10343,2n Cycle,Single,34,31-45,61618.0,High,0,1345,605,91,399,0,45,205
5935,Master,Single,69,61-80,55284.0,Mid,0,764,547,7,140,0,7,63
2895,Graduation,Single,62,61-80,49980.0,Mid,0,195,104,1,54,13,9,14
10262,Graduation,Married,45,31-45,15072.0,Low,0,53,8,2,15,0,10,18
7848,Graduation,Single,51,46-60,49166.0,Mid,0,368,224,2,25,7,0,110
9477,PhD,Married,71,61-80,65324.0,High,0,544,384,0,102,21,32,5
4856,2n Cycle,Married,68,61-80,82347.0,High,0,1853,556,54,845,202,133,63
7186,PhD,Together,59,46-60,30843.0,Mid,0,35,24,0,2,0,0,9
5794,PhD,Married,51,46-60,46374.0,Mid,1,446,408,0,21,0,0,17
1456,Graduation,Single,46,46-60,60474.0,High,0,1180,265,199,303,234,9,170
4877,Master,Married,52,46-60,38576.0,Mid,0,41,34,0,7,0,0,0
425,Graduation,Married,40,31-45,55357.0,Mid,0,727,374,64,116,84,25,64
3007,Graduation,Together,59,46-60,37758.0,Mid,0,40,27,2,10,0,0,1
1031,2n Cycle,Married,36,31-45,85710.0,High,0,1062,600,20,350,29,30,33
4297,Graduation,Together,56,46-60,23228.0,Low,0,40,13,2,18,6,1,0
807,Master,Together,56,46-60,44602.0,Mid,0,292,167,2,89,0,0,34
9553,Graduation,Married,38,31-45,7500.0,Low,0,15,0,2,3,4,1,5
4271,2n Cycle,Together,36,31-45,38683.0,Mid,0,341,46,35,69,84,41,66
4120,2n Cycle,Single,50,46-60,49514.0,Mid,0,369,88,39,78,58,13,93
2036,PhD,Together,52,46-60,57906.0,Mid,0,401,243,11,119,10,3,15
115,Master,Single,59,46-60,43456.0,Mid,0,393,275,11,68,25,7,7
4259,Master,Single,39,31-45,19485.0,Low,0,10,6,0,4,0,0,0
8687,Graduation,Together,47,46-60,53172.0,Mid,0,486,121,62,90,68,20,125
2447,Graduation,Together,46,46-60,30545.0,Mid,0,69,4,12,15,19,7,12
10140,PhD,Together,42,31-45,70123.0,High,0,1727,1308,0,396,23,0,0
9353,Graduation,Single,66,61-80,62450.0,High,0,995,515,47,267,62,66,38
3623,Graduation,Together,49,46-60,21675.0,Low,0,45,4,0,16,17,4,4
738,2n Cycle,Single,44,31-45,42395.0,Mid,0,182,48,13,57,24,15,25
7631,Master,Together,47,46-60,61346.0,High,0,989,562,58,168,43,16,142
4789,Graduation,Together,72,61-80,80812.0,High,0,1677,769,22,500,210,143,33
773,Master,Divorced,54,46-60,42835.0,Mid,0,595,379,4,93,12,9,98
10602,Graduation,Married,42,31-45,39922.0,Mid,0,156,29,12,59,19,1,36
1446,Master,Single,69,61-80,86424.0,High,0,1226,387,68,569,89,45,68
3270,2n Cycle,Together,47,46-60,17117.0,Low,0,128,12,23,38,30,18,7
8443,Graduation,Single,53,46-60,24762.0,Low,1,86,6,10,12,3,15,40
9653,Graduation,Married,50,46-60,35797.0,Mid,0,68,27,1,14,4,1,21
8916,Graduation,Divorced,50,46-60,36627.0,Mid,0,16,9,1,5,0,0,1
8017,2n Cycle,Married,44,31-45,51111.0,Mid,0,55,22,0,19,6,5,3
5830,PhD,Single,53,46-60,86857.0,High,1,2114,899,102,838,133,102,40
4597,PhD,Together,55,46-60,82072.0,High,0,2018,889,55,685,168,92,129
7023,PhD,Single,72,61-80,46231.0,Mid,0,263,189,2,55,0,5,12
8086,Graduation,Married,66,61-80,42243.0,Mid,0,55,48,0,2,0,0,5
8825,Graduation,Together,63,61-80,51195.0,Mid,0,564,230,14,156,82,24,58
2930,Master,Single,47,46-60,68092.0,High,0,1281,852,60,207,78,36,48
1928,Graduation,Married,52,46-60,31814.0,Mid,0,83,35,3,20,4,1,20
7108,Master,Widow,60,46-60,51390.0,Mid,0,353,205,20,47,23,2,56
10925,Graduation,Married,42,31-45,76630.0,High,0,1003,255,31,446,40,56,175
9960,Basic,Single,34,31-45,26868.0,Low,0,14,0,0,1,8,3,2
8800,PhD,Divorced,82,,48948.0,Mid,1,902,437,8,206,160,49,42
9224,PhD,Single,53,46-60,55260.0,Mid,0,1139,825,8,53,11,0,242
5519,Graduation,Together,69,61-80,64090.0,High,1,797,316,58,161,76,51,135
5046,Graduation,Divorced,67,61-80,78331.0,High,0,1638,756,138,354,160,169,61
7037,PhD,Married,51,46-60,37087.0,Mid,0,401,194,55,134,15,0,3
905,Graduation,Divorced,39,31-45,21846.0,Low,0,84,7,17,18,6,10,26
8624,Graduation,Married,67,61-80,81320.0,High,0,928,183,33,493,59,103,57
8945,Graduation,Divorced,55,46-60,54137.0,Mid,0,203,171,0,11,0,1,20
6445,Graduation,Together,58,46-60,66825.0,High,0,858,243,101,405,29,40,40
2727,Graduation,Together,52,46-60,57100.0,Mid,0,409,181,21,69,39,3,96
6404,Graduation,Together,56,46-60,58917.0,Mid,0,282,151,7,89,0,7,28
11074,Graduation,Single,48,46-60,85072.0,High,0,1423,494,92,391,194,11,241
10150,Graduation,Single,64,61-80,86429.0,High,1,1449,464,28,873,29,18,37
1968,Graduation,Widow,54,46-60,45684.0,Mid,0,28,5,1,5,10,0,7
6534,Graduation,Together,51,46-60,47889.0,Mid,0,67,29,0,29,0,5,4
9485,PhD,Married,39,31-45,45921.0,Mid,0,199,102,9,49,24,3,12
7053,PhD,Single,59,46-60,78420.0,High,0,1453,604,28,674,91,28,28
4654,Graduation,Together,33,31-45,75114.0,High,0,1253,571,12,523,63,60,24
9760,PhD,Widow,62,61-80,52278.0,Mid,1,1198,953,0,71,0,0,174
1048,Master,Married,53,46-60,35641.0,Mid,1,178,63,3,67,8,9,28
10619,Graduation,Single,31,31-45,95529.0,Very High,1,1990,770,29,890,250,27,24
9308,Graduation,Married,71,61-80,62820.0,High,0,976,398,61,265,138,61,53
10505,Master,Together,65,61-80,73113.0,High,0,1001,741,19,154,50,9,28
8362,PhD,Married,43,31-45,84169.0,High,1,1919,1478,19,403,0,19,0
2625,2n Cycle,Single,71,61-80,42607.0,Mid,0,350,156,29,56,30,32,47
4637,PhD,Single,71,61-80,74637.0,High,0,1650,960,64,464,146,0,16
9972,PhD,Together,70,61-80,46015.0,Mid,0,46,38,0,2,0,0,6
4483,Graduation,Single,32,31-45,72354.0,High,0,1228,315,26,473,220,12,182
4487,Master,Single,56,46-60,39858.0,Mid,1,95,15,20,25,2,7,26
4988,PhD,Married,77,61-80,34469.0,Mid,0,62,19,6,20,0,5,12
8931,Graduation,Together,39,31-45,83033.0,High,0,1761,812,99,431,237,149,33
5871,Master,Together,46,46-60,24401.0,Low,0,467,73,28,217,10,24,115
2008,Graduation,Married,47,46-60,77583.0,High,0,1149,372,23,384,250,12,108
3139,2n Cycle,Single,43,31-45,74116.0,High,0,2052,871,111,704,145,55,166
10037,Graduation,Single,32,31-45,74293.0,High,0,1127,375,152,335,93,91,81
10673,PhD,Married,49,46-60,68397.0,High,0,1416,760,80,466,17,13,80
5303,PhD,Together,51,46-60,79632.0,High,0,1113,471,0,510,99,21,12
538,Graduation,Single,36,31-45,46107.0,Mid,0,125,31,9,27,16,9,33
7922,PhD,Single,74,61-80,64950.0,High,0,966,819,0,72,12,0,63
5692,Basic,Married,36,31-45,25443.0,Low,0,32,1,4,3,8,9,7
4843,Graduation,Single,73,61-80,75127.0,High,0,833,203,35,305,46,17,227
6383,PhD,Together,54,46-60,32892.0,Mid,0,46,26,0,15,2,1,2
1628,Graduation,Together,54,46-60,71796.0,High,0,960,354,21,311,167,75,32
1204,PhD,Married,55,46-60,67536.0,High,0,1829,1253,0,447,23,71,35
3673,Graduation,Single,54,46-60,55239.0,Mid,0,779,371,17,238,23,24,106
760,PhD,Divorced,50,46-60,60554.0,High,0,811,588,7,76,110,15,15
8957,2n Cycle,Single,73,61-80,64831.0,High,0,1120,480,86,249,75,86,144
4128,PhD,Together,63,61-80,56067.0,Mid,0,725,517,12,54,16,6,120
6810,Graduation,Divorced,42,31-45,82025.0,High,1,1187,267,98,606,48,70,98
5386,Graduation,Together,72,61-80,94384.0,Very High,1,2302,1111,24,790,160,45,172
8700,Basic,Single,39,31-45,14906.0,Low,0,66,7,7,14,7,16,15
3202,PhD,Married,38,31-45,51563.0,Mid,0,1250,1166,0,48,0,0,36
1328,2n Cycle,Married,43,31-45,57937.0,Mid,0,683,261,42,144,55,48,133
8405,Graduation,Divorced,46,46-60,68274.0,High,0,305,135,25,51,23,25,46
6515,Graduation,Together,48,46-60,39771.0,Mid,0,50,6,2,18,2,8,14
2882,2n Cycle,Divorced,50,46-60,67893.0,High,0,995,711,28,142,49,18,47
7574,PhD,Together,46,46-60,27922.0,Low,0,41,11,0,13,2,4,11
6387,PhD,Together,49,46-60,52190.0,Mid,0,77,42,0,17,0,0,18
5320,Master,Divorced,52,46-60,44051.0,Mid,1,171,79,7,58,6,3,18
5048,PhD,Single,54,46-60,42767.0,Mid,0,131,20,6,43,19,5,38
8146,Master,Together,49,46-60,46106.0,Mid,0,54,30,0,8,2,0,14
10031,PhD,Married,49,46-60,16927.0,Low,0,53,20,2,23,3,1,4
5748,Graduation,Married,60,46-60,59754.0,Mid,1,475,115,27,44,4,146,139
2134,Graduation,Single,73,61-80,53700.0,Mid,0,694,263,5,233,69,41,83
1523,Graduation,Married,52,46-60,59041.0,Mid,0,96,69,2,15,2,2,6
9665,PhD,Divorced,68,61-80,54237.0,Mid,0,361,267,3,30,4,0,57
4640,Graduation,Divorced,58,46-60,70647.0,High,0,1079,561,85,171,25,123,114
3635,PhD,Single,63,61-80,52597.0,Mid,0,578,492,0,37,7,0,42
3547,Master,Together,56,46-60,41021.0,Mid,1,64,14,7,9,6,16,12
2456,PhD,Married,50,46-60,40233.0,Mid,0,149,80,4,46,0,17,2
5633,Graduation,Married,45,31-45,50183.0,Mid,0,231,97,12,84,13,10,15
7801,Graduation,Together,66,61-80,54753.0,Mid,0,728,197,107,227,7,59,131
10489,Graduation,Married,52,46-60,92955.0,Very High,1,1778,693,21,925,31,24,84
7011,Graduation,Married,52,46-60,33471.0,Mid,0,93,43,2,27,0,9,12
2620,PhD,Married,51,46-60,34596.0,Mid,1,23,14,0,2,0,0,7
3933,Graduation,Together,45,31-45,44010.0,Mid,0,662,186,36,234,86,72,48
10981,Graduation,Married,37,31-45,84219.0,High,0,1198,434,137,400,45,137,45
1734,PhD,Together,57,46-60,40706.0,Mid,0,81,59,0,11,4,2,5
10995,2n Cycle,Married,37,31-45,15716.0,Low,0,92,16,5,30,8,7,26
6357,2n Cycle,Divorced,66,61-80,59052.0,Mid,0,491,230,35,75,63,57,31
9209,Master,Together,54,46-60,80573.0,High,0,1564,829,138,430,60,92,15
10286,Graduation,Married,63,61-80,83715.0,High,0,926,318,8,407,150,35,8
2611,Master,Together,66,61-80,82576.0,High,0,1910,1206,55,445,168,18,18
1600,Master,Married,60,46-60,56962.0,Mid,0,411,292,3,77,10,3,26
3308,Graduation,Married,73,61-80,35704.0,Mid,0,94,30,9,12,2,11,30
5407,Graduation,Together,71,61-80,53103.0,Mid,0,1085,729,17,133,11,0,195
2166,2n Cycle,Widow,65,61-80,46779.0,Mid,0,23,12,1,3,0,0,7
3955,Graduation,Divorced,60,46-60,4861.0,Low,0,6,2,1,1,1,0,1
6634,Master,Divorced,46,46-60,33462.0,Mid,0,54,22,3,18,0,0,11
3056,Graduation,Divorced,47,46-60,63693.0,High,0,1150,587,43,337,42,87,54
5718,Graduation,Married,75,61-80,80763.0,High,1,1415,674,168,108,192,42,231
6872,PhD,Married,51,46-60,65352.0,High,0,405,284,3,84,4,7,23
8164,PhD,Married,47,46-60,82170.0,High,0,1908,1023,93,651,49,55,37
4580,Graduation,Married,56,46-60,75759.0,High,1,2486,1394,22,708,89,91,182
9305,2n Cycle,Single,49,46-60,79689.0,High,0,1315,311,26,640,180,37,121
453,PhD,Widow,69,61-80,35340.0,Mid,0,45,27,0,12,0,1,5
8545,Graduation,Divorced,71,61-80,85683.0,High,1,1789,1296,17,311,45,69,51
9850,2n Cycle,Married,53,46-60,24884.0,Low,0,19,3,6,7,0,0,3
7378,Master,Together,44,31-45,42021.0,Mid,0,573,393,5,136,7,5,27
7646,Graduation,Single,36,31-45,64449.0,High,0,805,218,63,282,137,35,70
1640,Graduation,Divorced,71,61-80,64587.0,High,0,108,66,0,16,0,6,20
5184,Graduation,Single,30,18-30,34824.0,Mid,0,23,4,2,11,2,0,4
8492,Graduation,Together,47,46-60,75437.0,High,0,1493,795,0,545,95,58,0
11188,Graduation,Together,68,61-80,26091.0,Low,0,89,15,10,19,8,17,20
1212,Graduation,Married,52,46-60,52845.0,Mid,0,936,384,25,292,130,41,64
9097,Graduation,Divorced,69,61-80,46086.0,Mid,0,343,244,8,32,7,2,50
10473,PhD,Widow,69,61-80,78028.0,High,1,528,158,19,288,25,0,38
7962,PhD,Single,38,31-45,95169.0,Very High,1,1901,1285,21,449,106,20,20
9984,2n Cycle,Married,44,31-45,56337.0,Mid,1,724,349,16,144,28,5,182
5527,Graduation,Together,38,31-45,22434.0,Low,0,58,4,12,11,3,13,15
6374,PhD,Married,71,61-80,36930.0,Mid,0,297,223,2,31,0,2,39
7453,Graduation,Single,71,61-80,36130.0,Mid,1,488,157,43,127,68,56,37
8952,Master,Married,72,61-80,65569.0,High,0,859,397,46,288,20,38,70
241,Graduation,Together,73,61-80,83844.0,High,0,1574,901,31,345,75,31,191
8975,Graduation,Married,57,46-60,19514.0,Low,0,69,14,3,21,2,1,28
6119,PhD,Single,62,61-80,36736.0,Mid,0,17,10,0,3,0,0,4
